journal_id,journal_name,journal_name_normalized,title_variants,publisher,wos_core,is_wos_core,is_scopus,norwegian_level,norwegian_level_numeric,alphabet_block,include_in_monitor,openalex_source_id,issn_l,issn_print,issn_online,source_resolution_status,source_confidence,openalex_source_search_hint,notes,verification_source_urls
journal-of-the-american-association-of-nurse-anesthetists,Journal of the American Association of Nurse Anesthetists,journal of the american association of nurse anesthetists,Journal of the American Association of Nurse Anesthetists | AANA Journal,AANA Publishing,,false,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20the%20American%20Association%20of%20Nurse%20Anesthetists&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-the-american-association-of-nurse-practitioners,Journal of the American Association of Nurse Practitioners,journal of the american association of nurse practitioners,Journal of the American Association of Nurse Practitioners,Wolters Kluwer,SCIE,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20the%20American%20Association%20of%20Nurse%20Practitioners&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-the-american-psychiatric-nurses-association,Journal of the American Psychiatric Nurses Association,journal of the american psychiatric nurses association,Journal of the American Psychiatric Nurses Association,SAGE,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20the%20American%20Psychiatric%20Nurses%20Association&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-the-association-of-nurses-in-aids-care,Journal of the Association of Nurses in AIDS Care,journal of the association of nurses in aids care,Journal of the Association of Nurses in AIDS Care,Wolters Kluwer,SCIE; SSCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20the%20Association%20of%20Nurses%20in%20AIDS%20Care&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-the-dermatology-nurses-association,Journal of the Dermatology Nurses’ Association,journal of the dermatology nurses association,Journal of the Dermatology Nurses’ Association,Wolters Kluwer,ESCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20the%20Dermatology%20Nurses%E2%80%99%20Association&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-the-intensive-care-society,Journal of the Intensive Care Society,journal of the intensive care society,Journal of the Intensive Care Society,SAGE,SCIE,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20the%20Intensive%20Care%20Society&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
journal-of-trauma-nursing,Journal of Trauma Nursing,journal of trauma nursing,Journal of Trauma Nursing,Wolters Kluwer,SCIE,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Journal%20of%20Trauma%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
jurnal-keperawatan-indonesia,Jurnal Keperawatan Indonesia,jurnal keperawatan indonesia,Jurnal Keperawatan Indonesia,"Universitas Indonesia, Faculty of Nursing",,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Jurnal%20Keperawatan%20Indonesia&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
jurnal-keperawatan-padjadjaran,Jurnal Keperawatan Padjadjaran,jurnal keperawatan padjadjaran,Jurnal Keperawatan Padjadjaran,"Universitas Padjadjaran, Faculty of Nursing",,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Jurnal%20Keperawatan%20Padjadjaran&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
jurnal-keperawatan-soedirman,Jurnal Keperawatan Soedirman,jurnal keperawatan soedirman,Jurnal Keperawatan Soedirman,Universitas Jenderal Soedirman,,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Jurnal%20Keperawatan%20Soedirman&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
jurnal-ners,Jurnal Ners,jurnal ners,Jurnal Ners,"Universitas Airlangga, Faculty of Nursing",,false,true,,0,H-L,true,,,,,unresolved,,/sources?search=Jurnal%20Ners&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
kontakt-journal-of-nursing-and-social-sciences-related-to-health-and-illness,"Kontakt, Journal of Nursing and Social Sciences Related to Health and Illness",kontakt journal of nursing and social sciences related to health and illness,"Kontakt, Journal of Nursing and Social Sciences Related to Health and Illness | Kontakt | Journal of Nursing and Social Sciences Related to Health and Illness",University of South Bohemia,ESCI,true,true,Nivå 1,1,H-L,true,,,,,unresolved,,/sources?search=Kontakt%2C%20Journal%20of%20Nursing%20and%20Social%20Sciences%20Related%20to%20Health%20and%20Illness&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
korean-journal-of-adult-nursing,Korean Journal of Adult Nursing,korean journal of adult nursing,Korean Journal of Adult Nursing,Korean Society of Adult Nursing,ESCI,true,true,,0,H-L,true,,,,,unresolved,,/sources?search=Korean%20Journal%20of%20Adult%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
malaysian-journal-of-nursing,Malaysian Journal of Nursing,malaysian journal of nursing,Malaysian Journal of Nursing,Lincoln University College / Asia Pacific Higher Learning,,false,true,,0,M-P,true,,,,,unresolved,,/sources?search=Malaysian%20Journal%20of%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
matronas-profesion,Matronas Profesión,matronas profesion,Matronas Profesión,Ediciones Mayo,,false,true,,0,M-P,true,,,,,unresolved,,/sources?search=Matronas%20Profesi%C3%B3n&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
mcn-the-american-journal-of-maternal-child-nursing,MCN: The American Journal of Maternal/Child Nursing,mcn the american journal of maternal child nursing,MCN: The American Journal of Maternal/Child Nursing | The American Journal of Maternal/Child Nursing | MCN,"Wolters Kluwer, Lippincott Williams & Wilkins",SCIE; SSCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=MCN%3A%20The%20American%20Journal%20of%20Maternal/Child%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
medecine-palliative,Médecine Palliative,medecine palliative,Médecine Palliative,Elsevier Masson,,false,true,,0,M-P,true,,,,,unresolved,,/sources?search=M%C3%A9decine%20Palliative&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
medicina-paliativa,Medicina Paliativa,medicina paliativa,Medicina Paliativa,Sociedad Española de Cuidados Paliativos,,false,true,,0,M-P,true,,,,,unresolved,,/sources?search=Medicina%20Paliativa&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
mediterranean-nursing-and-midwifery,Mediterranean Nursing and Midwifery,mediterranean nursing and midwifery,Mediterranean Nursing and Midwifery,Galenos Publishing House,,false,true,,0,M-P,true,,,,,unresolved,,/sources?search=Mediterranean%20Nursing%20and%20Midwifery&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
metas-de-enfermeria,Metas de Enfermería,metas de enfermeria,Metas de Enfermería,"DAE Editorial, Grupo Paradigma",,false,true,,0,M-P,true,,,,,unresolved,,/sources?search=Metas%20de%20Enfermer%C3%ADa&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
metiers-de-la-petite-enfance,Métiers de la Petite Enfance,metiers de la petite enfance,Métiers de la Petite Enfance,Elsevier Masson,,false,true,,0,M-P,true,,,,,unresolved,,/sources?search=M%C3%A9tiers%20de%20la%20Petite%20Enfance&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
midwifery,Midwifery,midwifery,Midwifery,Elsevier / Churchill Livingstone,SCIE; SSCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Midwifery&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
musculoskeletal-care,Musculoskeletal Care,musculoskeletal care,Musculoskeletal Care,Wiley,ESCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Musculoskeletal%20Care&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nasn-school-nurse,NASN School Nurse,nasn school nurse,NASN School Nurse,SAGE,ESCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=NASN%20School%20Nurse&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nefroloji-hemsireligi-dergisi,Nefroloji Hemşireliği Dergisi,nefroloji hemsireligi dergisi,Nefroloji Hemşireliği Dergisi,"Turkish Nephrology, Dialysis and Transplantation Nurses Association",,false,true,,0,M-P,true,,,,,unresolved,,/sources?search=Nefroloji%20Hem%C5%9Fireli%C4%9Fi%20Dergisi&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
neonatal-intensive-care,Neonatal Intensive Care,neonatal intensive care,Neonatal Intensive Care,Goldstein & Associates,,false,true,,0,M-P,true,,,,,unresolved,,/sources?search=Neonatal%20Intensive%20Care&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
neonatal-network,Neonatal Network,neonatal network,Neonatal Network,Springer Publishing Company,,false,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Neonatal%20Network&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nephrology-nursing-journal,Nephrology Nursing Journal,nephrology nursing journal,Nephrology Nursing Journal,Anthony J. Jannetti,,false,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nephrology%20Nursing%20Journal&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
new-zealand-college-of-midwives-journal,New Zealand College of Midwives Journal,new zealand college of midwives journal,New Zealand College of Midwives Journal,New Zealand College of Midwives,,false,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=New%20Zealand%20College%20of%20Midwives%20Journal&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nordic-journal-of-nursing-research,Nordic Journal of Nursing Research,nordic journal of nursing research,Nordic Journal of Nursing Research,SAGE,ESCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nordic%20Journal%20of%20Nursing%20Research&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nordisk-sygeplejeforskning,Nordisk sygeplejeforskning,nordisk sygeplejeforskning,Nordisk sygeplejeforskning,Scandinavian University Press / Universitetsforlaget,,false,false,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nordisk%20sygeplejeforskning&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nurse-education-in-practice,Nurse Education in Practice,nurse education in practice,Nurse Education in Practice,Elsevier,SCIE; SSCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nurse%20Education%20in%20Practice&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nurse-education-today,Nurse Education Today,nurse education today,Nurse Education Today,Elsevier / Churchill Livingstone,SCIE; SSCI,true,true,Nivå 2,2,M-P,true,,,,,unresolved,,/sources?search=Nurse%20Education%20Today&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nurse-educator,Nurse Educator,nurse educator,Nurse Educator,"Wolters Kluwer, Lippincott Williams & Wilkins",SCIE; SSCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nurse%20Educator&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nurse-leader,Nurse Leader,nurse leader,Nurse Leader,Elsevier,ESCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nurse%20Leader&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nurse-media-journal-of-nursing,Nurse Media Journal of Nursing,nurse media journal of nursing,Nurse Media Journal of Nursing,"Diponegoro University, Department of Nursing",,false,true,,0,M-P,true,,,,,unresolved,,/sources?search=Nurse%20Media%20Journal%20of%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nurse-practitioner,Nurse Practitioner,nurse practitioner,Nurse Practitioner,"Wolters Kluwer, Lippincott Williams & Wilkins",,false,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nurse%20Practitioner&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nurse-researcher,Nurse Researcher,nurse researcher,Nurse Researcher,RCNi / RCN Publishing,,false,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nurse%20Researcher&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing,Nursing,nursing,Nursing,"Wolters Kluwer, Lippincott Williams & Wilkins",,false,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-administration-quarterly,Nursing Administration Quarterly,nursing administration quarterly,Nursing Administration Quarterly,"Wolters Kluwer, Lippincott Williams & Wilkins",SCIE; SSCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Administration%20Quarterly&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-and-health-sciences,Nursing and Health Sciences,nursing and health sciences,Nursing and Health Sciences,Wiley,SCIE; SSCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20and%20Health%20Sciences&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-and-midwifery-studies,Nursing and Midwifery Studies,nursing and midwifery studies,Nursing and Midwifery Studies,Kashan University of Medical Sciences,,false,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20and%20Midwifery%20Studies&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-care-and-research,Nursing Care and Research,nursing care and research,Nursing Care and Research,Society of Nursing Studies,,false,true,,0,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Care%20and%20Research&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-children-and-young-people,Nursing Children and Young People,nursing children and young people,Nursing Children and Young People,RCNi / RCN Publishing,,false,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Children%20and%20Young%20People&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-clinics-of-north-america,Nursing Clinics of North America,nursing clinics of north america,Nursing Clinics of North America,Elsevier / W.B. Saunders,,false,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Clinics%20of%20North%20America&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-economic,Nursing Economic$,nursing economic,Nursing Economic$,Anthony J. Jannetti,SCIE; SSCI,true,false,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Economic%24&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-education-perspectives,Nursing Education Perspectives,nursing education perspectives,Nursing Education Perspectives,Wolters Kluwer / National League for Nursing,ESCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Education%20Perspectives&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-ethics,Nursing Ethics,nursing ethics,Nursing Ethics,SAGE,SCIE; SSCI,true,true,Nivå 2,2,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Ethics&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-for-women-s-health,Nursing for Women’s Health,nursing for women s health,Nursing for Women’s Health,Elsevier,ESCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20for%20Women%E2%80%99s%20Health&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-forum,Nursing Forum,nursing forum,Nursing Forum,Wiley,SCIE; SSCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Forum&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-history-review,Nursing History Review,nursing history review,Nursing History Review,Springer Publishing Company / Texas Christian University Press,,false,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20History%20Review&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-in-critical-care,Nursing in Critical Care,nursing in critical care,Nursing in Critical Care,Wiley,SCIE; SSCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20in%20Critical%20Care&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-inquiry,Nursing Inquiry,nursing inquiry,Nursing Inquiry,Wiley,SCIE; SSCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Inquiry&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-leadership,Nursing Leadership,nursing leadership,Nursing Leadership,Longwoods Publishing,,false,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Leadership&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-made-incredibly-easy,Nursing Made Incredibly Easy,nursing made incredibly easy,Nursing Made Incredibly Easy,"Wolters Kluwer, Lippincott Williams & Wilkins",,false,true,,0,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Made%20Incredibly%20Easy&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-management,Nursing Management,nursing management,Nursing Management,"Wolters Kluwer, Lippincott Williams & Wilkins",,false,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Management&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-management-uk,"Nursing Management, UK",nursing management uk,"Nursing Management, UK | Nursing Management | UK",RCNi / RCN Publishing,,false,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Management%2C%20UK&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-older-people,Nursing Older People,nursing older people,Nursing Older People,RCNi / RCN Publishing,,false,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Older%20People&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-open,Nursing Open,nursing open,Nursing Open,Wiley,SCIE; SSCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Open&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-outlook,Nursing Outlook,nursing outlook,Nursing Outlook,Elsevier,SCIE; SSCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Outlook&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-philosophy,Nursing Philosophy,nursing philosophy,Nursing Philosophy,Wiley,SCIE; SSCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Philosophy&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-practice-today,Nursing Practice Today,nursing practice today,Nursing Practice Today,Tehran University of Medical Sciences,,false,true,,0,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Practice%20Today&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-praxis-in-aotearoa-new-zealand,Nursing Praxis in Aotearoa New Zealand,nursing praxis in aotearoa new zealand,Nursing Praxis in Aotearoa New Zealand,Nursing Praxis in Aotearoa New Zealand / College of Nurses Aotearoa,,false,false,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Praxis%20in%20Aotearoa%20New%20Zealand&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-reports,Nursing Reports,nursing reports,Nursing Reports,MDPI,ESCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Reports&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-research,Nursing Research,nursing research,Nursing Research,"Wolters Kluwer, Lippincott Williams & Wilkins",SCIE; SSCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Research&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-research-and-practice,Nursing Research and Practice,nursing research and practice,Nursing Research and Practice,Wiley / Hindawi,ESCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Research%20and%20Practice&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-science-quarterly,Nursing Science Quarterly,nursing science quarterly,Nursing Science Quarterly,SAGE,SCIE; SSCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Science%20Quarterly&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
nursing-standard,Nursing Standard,nursing standard,Nursing Standard,RCNi / RCN Publishing,,false,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Nursing%20Standard&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
onco-news,Onco.News,onco news,Onco.News,Portuguese Oncology Nursing Association,,false,true,,0,M-P,true,,,,,unresolved,,/sources?search=Onco.News&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
oncology-nursing-forum,Oncology Nursing Forum,oncology nursing forum,Oncology Nursing Forum,Oncology Nursing Society,SCIE; SSCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Oncology%20Nursing%20Forum&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
online-brazilian-journal-of-nursing,Online Brazilian Journal of Nursing,online brazilian journal of nursing,Online Brazilian Journal of Nursing,Universidade Federal Fluminense,,false,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Online%20Brazilian%20Journal%20of%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
online-journal-of-issues-in-nursing,Online Journal of Issues in Nursing,online journal of issues in nursing,Online Journal of Issues in Nursing,American Nurses Association,,false,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Online%20Journal%20of%20Issues%20in%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
open-nursing-journal,Open Nursing Journal,open nursing journal,Open Nursing Journal,Bentham Science,,false,true,,0,M-P,true,,,,,unresolved,,/sources?search=Open%20Nursing%20Journal&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
orthopaedic-nursing,Orthopaedic Nursing,orthopaedic nursing,Orthopaedic Nursing,"Wolters Kluwer, Lippincott Williams & Wilkins",,false,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Orthopaedic%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
pacific-rim-international-journal-of-nursing-research,Pacific Rim International Journal of Nursing Research,pacific rim international journal of nursing research,Pacific Rim International Journal of Nursing Research,Thailand Nursing and Midwifery Council,ESCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Pacific%20Rim%20International%20Journal%20of%20Nursing%20Research&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
pain-management-nursing,Pain Management Nursing,pain management nursing,Pain Management Nursing,Elsevier / W.B. Saunders,SCIE; SSCI,true,true,Nivå 1,1,M-P,true,,,,,unresolved,,/sources?search=Pain%20Management%20Nursing&filter=type:journal&per-page=5,,https://mjl.clarivate.com/home; https://www.elsevier.com/products/scopus/content; https://kanalregister.hkdir.no
