journal_id,journal_name,publisher,status,confidence,warning,best_candidate,best_candidate_confidence,best_candidate_id,openalex_search_hint
aana-journal,AANA Journal,AANA Publishing,unresolved,0,"OpenAlex search errors: AANA Journal: OpenAlex 429 Too Many Requests: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":39472,""costUsd"":0.001,""dailyRemainingUsd"":0,""prepaidRemainingUsd"":0,""creditsRequired"":10 | Journal of the American Association of Nurse Anesthetists: OpenAlex 429 Too Many Requests: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":39472,""costUsd"":0.001,""dailyRemainingUsd"":0,""prepaidRemainingUsd"":0,""creditsRequired"":10",,,,/sources?search=AANA%20Journal&filter=type:journal&per-page=5
pediomaternal-nursing-journal,Pediomaternal Nursing Journal,Airlangga University,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Pediomaternal%20Nursing%20Journal&filter=type:journal&per-page=5
perioperative-care-and-operating-room-management,Perioperative Care and Operating Room Management,Elsevier,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Perioperative%20Care%20and%20Operating%20Room%20Management&filter=type:journal&per-page=5
perspectives-in-psychiatric-care,Perspectives in Psychiatric Care,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Perspectives%20in%20Psychiatric%20Care&filter=type:journal&per-page=5
pflege,Pflege,Hogrefe,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Pflege&filter=type:journal&per-page=5
philippine-journal-of-nursing,Philippine Journal of Nursing,Philippine Nurses Association,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Philippine%20Journal%20of%20Nursing&filter=type:journal&per-page=5
pielegniarstwo-xxi-wieku,Pielegniarstwo XXI Wieku,Medical University of Lublin,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Pielegniarstwo%20XXI%20Wieku&filter=type:journal&per-page=5
plastic-and-aesthetic-nursing,Plastic and Aesthetic Nursing,Wolters Kluwer,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Plastic%20and%20Aesthetic%20Nursing&filter=type:journal&per-page=5
policy-politics-and-nursing-practice,"Policy, Politics, & Nursing Practice",SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Policy%2C%20Politics%2C%20%26%20Nursing%20Practice&filter=type:journal&per-page=5
practising-midwife,Practising Midwife,All4Holdings,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Practising%20Midwife&filter=type:journal&per-page=5
primary-health-care-research-and-development,Primary Health Care Research and Development,Cambridge University Press,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Primary%20Health%20Care%20Research%20and%20Development&filter=type:journal&per-page=5
professional-case-management,Professional Case Management,"Wolters Kluwer, Lippincott Williams & Wilkins",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Professional%20Case%20Management&filter=type:journal&per-page=5
progress-in-palliative-care,Progress in Palliative Care,Taylor & Francis,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Progress%20in%20Palliative%20Care&filter=type:journal&per-page=5
public-health-nursing,Public Health Nursing,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Public%20Health%20Nursing&filter=type:journal&per-page=5
quality-advancement-in-nursing-education,Quality Advancement in Nursing Education,Canadian Association of Schools of Nursing,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Quality%20Advancement%20in%20Nursing%20Education&filter=type:journal&per-page=5
quality-in-ageing-and-older-adults,Quality in Ageing and Older Adults,Emerald Publishing,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Quality%20in%20Ageing%20and%20Older%20Adults&filter=type:journal&per-page=5
quality-management-in-health-care,Quality Management in Health Care,"Wolters Kluwer, Lippincott Williams & Wilkins",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Quality%20Management%20in%20Health%20Care&filter=type:journal&per-page=5
recherche-en-soins-infirmiers,Recherche en Soins Infirmiers,Association de Recherche en Soins Infirmiers,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Recherche%20en%20Soins%20Infirmiers&filter=type:journal&per-page=5
rehabilitation-nursing,Rehabilitation Nursing,"Wolters Kluwer, Lippincott Williams & Wilkins",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Rehabilitation%20Nursing&filter=type:journal&per-page=5
research-and-theory-for-nursing-practice,Research and Theory for Nursing Practice,Springer Publishing Company,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Research%20and%20Theory%20for%20Nursing%20Practice&filter=type:journal&per-page=5
research-in-community-and-public-health-nursing,Research in Community and Public Health Nursing,Korean Academy of Community Health Nursing,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Research%20in%20Community%20and%20Public%20Health%20Nursing&filter=type:journal&per-page=5
research-in-gerontological-nursing,Research in Gerontological Nursing,SLACK Incorporated,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Research%20in%20Gerontological%20Nursing&filter=type:journal&per-page=5
research-in-nursing-and-health,Research in Nursing and Health,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Research%20in%20Nursing%20and%20Health&filter=type:journal&per-page=5
rev-rene,Rev Rene,Universidade Federal do Ceará,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Rev%20Rene&filter=type:journal&per-page=5
revista-baiana-de-enfermagem,Revista Baiana de Enfermagem,Universidade Federal da Bahia,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Revista%20Baiana%20de%20Enfermagem&filter=type:journal&per-page=5
revista-brasileira-de-enfermagem,Revista Brasileira de Enfermagem,Associação Brasileira de Enfermagem,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Revista%20Brasileira%20de%20Enfermagem&filter=type:journal&per-page=5
revista-cientifica-de-la-sociedad-espanola-de-enfermeria-neurologica,Revista Científica de la Sociedad Española de Enfermería Neurológica,Elsevier España,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Revista%20Cient%C3%ADfica%20de%20la%20Sociedad%20Espa%C3%B1ola%20de%20Enfermer%C3%ADa%20Neurol%C3%B3gica&filter=type:journal&per-page=5
revista-cientifica-pensar-enfermagem,Revista Científica Pensar Enfermagem,"Nursing Research, Innovation and Development Centre of Lisbon, CIDNUR",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Revista%20Cient%C3%ADfica%20Pensar%20Enfermagem&filter=type:journal&per-page=5
revista-cubana-de-enfermeria,Revista Cubana de Enfermería,Editorial Ciencias Médicas,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Revista%20Cubana%20de%20Enfermer%C3%ADa&filter=type:journal&per-page=5
revista-cuidarte,Revista Cuidarte,Universidad de Santander,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Revista%20Cuidarte&filter=type:journal&per-page=5
revista-da-escola-de-enfermagem-da-usp,Revista da Escola de Enfermagem da USP,"Universidade de São Paulo, Escola de Enfermagem",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Revista%20da%20Escola%20de%20Enfermagem%20da%20USP&filter=type:journal&per-page=5
revista-de-enfermagem-referencia,Revista de Enfermagem Referência,Escola Superior de Enfermagem de Coimbra,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Revista%20de%20Enfermagem%20Refer%C3%AAncia&filter=type:journal&per-page=5
revista-de-pesquisa-cuidado-e-fundamental-online,"Revista de Pesquisa, Cuidado é Fundamental Online",Universidade Federal do Estado do Rio de Janeiro,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Revista%20de%20Pesquisa%2C%20Cuidado%20%C3%A9%20Fundamental%20Online&filter=type:journal&per-page=5
revista-enfermagem-uerj,Revista Enfermagem UERJ,"Universidade do Estado do Rio de Janeiro, Faculdade de Enfermagem",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Revista%20Enfermagem%20UERJ&filter=type:journal&per-page=5
revista-gaucha-de-enfermagem,Revista Gaúcha de Enfermagem,"Universidade Federal do Rio Grande do Sul, Escola de Enfermagem",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Revista%20Ga%C3%BAcha%20de%20Enfermagem&filter=type:journal&per-page=5
revista-latino-americana-de-enfermagem,Revista Latino-Americana de Enfermagem,"Universidade de São Paulo, Escola de Enfermagem de Ribeirão Preto",unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Revista%20Latino-Americana%20de%20Enfermagem&filter=type:journal&per-page=5
revista-mexicana-de-enfermeria-cardiologica,Revista Mexicana de Enfermería Cardiológica,Sociedad Mexicana de Cardiología,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Revista%20Mexicana%20de%20Enfermer%C3%ADa%20Cardiol%C3%B3gica&filter=type:journal&per-page=5
revista-portuguesa-de-enfermagem-de-reabilitacao,Revista Portuguesa de Enfermagem de Reabilitação,Associação Portuguesa dos Enfermeiros de Reabilitação,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Revista%20Portuguesa%20de%20Enfermagem%20de%20Reabilita%C3%A7%C3%A3o&filter=type:journal&per-page=5
revue-de-l-infirmiere,Revue de l’Infirmière,Elsevier Masson,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Revue%20de%20l%E2%80%99Infirmi%C3%A8re&filter=type:journal&per-page=5
sage-open-nursing,SAGE Open Nursing,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=SAGE%20Open%20Nursing&filter=type:journal&per-page=5
sages-femmes,Sages-Femmes,Elsevier Masson,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Sages-Femmes&filter=type:journal&per-page=5
scandinavian-journal-of-caring-sciences,Scandinavian Journal of Caring Sciences,Wiley,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Scandinavian%20Journal%20of%20Caring%20Sciences&filter=type:journal&per-page=5
seminars-in-oncology-nursing,Seminars in Oncology Nursing,Elsevier,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Seminars%20in%20Oncology%20Nursing&filter=type:journal&per-page=5
sexual-and-reproductive-healthcare,Sexual & Reproductive Healthcare,Elsevier,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Sexual%20%26%20Reproductive%20Healthcare&filter=type:journal&per-page=5
soins-aides-soignantes,Soins Aides-Soignantes,Elsevier Masson,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Soins%20Aides-Soignantes&filter=type:journal&per-page=5
soins-gerontologie,Soins Gérontologie,Elsevier Masson,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Soins%20G%C3%A9rontologie&filter=type:journal&per-page=5
soins-pediatrie-puericulture,Soins Pédiatrie/Puériculture,Elsevier Masson,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Soins%20P%C3%A9diatrie/Pu%C3%A9riculture&filter=type:journal&per-page=5
soins-psychiatrie,Soins Psychiatrie,Elsevier Masson,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Soins%20Psychiatrie&filter=type:journal&per-page=5
soins-la-revue-de-reference-infirmiere,"Soins, La Revue de Référence Infirmière",Elsevier Masson,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Soins%2C%20La%20Revue%20de%20R%C3%A9f%C3%A9rence%20Infirmi%C3%A8re&filter=type:journal&per-page=5
supportive-care-in-cancer,Supportive Care in Cancer,Springer Nature,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Supportive%20Care%20in%20Cancer&filter=type:journal&per-page=5
sykepleien-forskning,Sykepleien Forskning,Norsk Sykepleierforbund,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Sykepleien%20Forskning&filter=type:journal&per-page=5
teaching-and-learning-in-nursing,Teaching and Learning in Nursing,Elsevier,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Teaching%20and%20Learning%20in%20Nursing&filter=type:journal&per-page=5
texto-and-contexto-enfermagem,Texto & Contexto Enfermagem,Universidade Federal de Santa Catarina,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Texto%20%26%20Contexto%20Enfermagem&filter=type:journal&per-page=5
tidsskrift-for-omsorgsforskning,Tidsskrift for omsorgsforskning,Scandinavian University Press / Universitetsforlaget,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Tidsskrift%20for%20omsorgsforskning&filter=type:journal&per-page=5
tidsskrift-for-psykisk-helsearbeid,Tidsskrift for psykisk helsearbeid,Scandinavian University Press / Universitetsforlaget,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Tidsskrift%20for%20psykisk%20helsearbeid&filter=type:journal&per-page=5
urologic-nursing,Urologic Nursing,Society of Urologic Nurses and Associates / Anthony J. Jannetti,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Urologic%20Nursing&filter=type:journal&per-page=5
western-journal-of-nursing-research,Western Journal of Nursing Research,SAGE,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Western%20Journal%20of%20Nursing%20Research&filter=type:journal&per-page=5
women-and-birth,Women and Birth,Elsevier / Australian College of Midwives,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Women%20and%20Birth&filter=type:journal&per-page=5
women-s-health-nursing,Women’s Health Nursing,Korean Society of Women Health Nursing,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Women%E2%80%99s%20Health%20Nursing&filter=type:journal&per-page=5
working-with-older-people,Working with Older People,Emerald Publishing,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Working%20with%20Older%20People&filter=type:journal&per-page=5
workplace-health-and-safety,Workplace Health & Safety,SAGE / American Association of Occupational Health Nurses,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Workplace%20Health%20%26%20Safety&filter=type:journal&per-page=5
worldviews-on-evidence-based-nursing,Worldviews on Evidence-Based Nursing,Wiley / Sigma Theta Tau International Honor Society of Nursing,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Worldviews%20on%20Evidence-Based%20Nursing&filter=type:journal&per-page=5
wound-management-and-prevention,Wound Management & Prevention,HMP Global,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Wound%20Management%20%26%20Prevention&filter=type:journal&per-page=5
wound-practice-and-research,Wound Practice and Research,Cambridge Media / Wounds Australia,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Wound%20Practice%20and%20Research&filter=type:journal&per-page=5
wounds-a-compendium-of-clinical-research-and-practice,Wounds: A Compendium of Clinical Research and Practice,HMP Global,unresolved,0,OpenAlex resolution skipped: OpenAlex API budget/rate limit was exhausted; skipped remaining source searches.,,,,/sources?search=Wounds%3A%20A%20Compendium%20of%20Clinical%20Research%20and%20Practice&filter=type:journal&per-page=5
